dt_sintoma,co_municipio,municipio,ocorrencias
1954-08-08,1100205,Porto Velho,1
1954-08-15,1100205,Porto Velho,0
1954-08-22,1100205,Porto Velho,0
1954-08-29,1100205,Porto Velho,0
1954-09-05,1100205,Porto Velho,0
1954-09-12,1100205,Porto Velho,0
1954-09-19,1100205,Porto Velho,0
1954-09-26,1100205,Porto Velho,0
1954-10-03,1100205,Porto Velho,0
1954-10-10,1100205,Porto Velho,0
1954-10-17,1100205,Porto Velho,0
1954-10-24,1100205,Porto Velho,0
1954-10-31,1100205,Porto Velho,0
1954-11-07,1100205,Porto Velho,0
1954-11-14,1100205,Porto Velho,0
1954-11-21,1100205,Porto Velho,0
1954-11-28,1100205,Porto Velho,0
1954-12-05,1100205,Porto Velho,0
1954-12-12,1100205,Porto Velho,0
1954-12-19,1100205,Porto Velho,0
1954-12-26,1100205,Porto Velho,0
1955-01-02,1100205,Porto Velho,0
1955-01-09,1100205,Porto Velho,0
1955-01-16,1100205,Porto Velho,0
1955-01-23,1100205,Porto Velho,0
1955-01-30,1100205,Porto Velho,0
1955-02-06,1100205,Porto Velho,0
1955-02-13,1100205,Porto Velho,0
1955-02-20,1100205,Porto Velho,0
1955-02-27,1100205,Porto Velho,0
1955-03-06,1100205,Porto Velho,0
1955-03-13,1100205,Porto Velho,0
1955-03-20,1100205,Porto Velho,0
1955-03-27,1100205,Porto Velho,0
1955-04-03,1100205,Porto Velho,0
1955-04-10,1100205,Porto Velho,0
1955-04-17,1100205,Porto Velho,0
1955-04-24,1100205,Porto Velho,0
1955-05-01,1100205,Porto Velho,0
1955-05-08,1100205,Porto Velho,0
1955-05-15,1100205,Porto Velho,0
1955-05-22,1100205,Porto Velho,0
1955-05-29,1100205,Porto Velho,0
1955-06-05,1100205,Porto Velho,0
1955-06-12,1100205,Porto Velho,0
1955-06-19,1100205,Porto Velho,0
1955-06-26,1100205,Porto Velho,0
1955-07-03,1100205,Porto Velho,0
1955-07-10,1100205,Porto Velho,0
1955-07-17,1100205,Porto Velho,0
1955-07-24,1100205,Porto Velho,0
1955-07-31,1100205,Porto Velho,0
1955-08-07,1100205,Porto Velho,0
1955-08-14,1100205,Porto Velho,0
1955-08-21,1100205,Porto Velho,0
1955-08-28,1100205,Porto Velho,0
1955-09-04,1100205,Porto Velho,0
1955-09-11,1100205,Porto Velho,0
1955-09-18,1100205,Porto Velho,0
1955-09-25,1100205,Porto Velho,0
1955-10-02,1100205,Porto Velho,0
1955-10-09,1100205,Porto Velho,0
1955-10-16,1100205,Porto Velho,0
1955-10-23,1100205,Porto Velho,0
1955-10-30,1100205,Porto Velho,0
1955-11-06,1100205,Porto Velho,0
1955-11-13,1100205,Porto Velho,0
1955-11-20,1100205,Porto Velho,0
1955-11-27,1100205,Porto Velho,0
1955-12-04,1100205,Porto Velho,0
1955-12-11,1100205,Porto Velho,0
1955-12-18,1100205,Porto Velho,0
1955-12-25,1100205,Porto Velho,0
1956-01-01,1100205,Porto Velho,0
1956-01-08,1100205,Porto Velho,0
1956-01-15,1100205,Porto Velho,0
1956-01-22,1100205,Porto Velho,0
1956-01-29,1100205,Porto Velho,0
1956-02-05,1100205,Porto Velho,0
1956-02-12,1100205,Porto Velho,0
1956-02-19,1100205,Porto Velho,0
1956-02-26,1100205,Porto Velho,0
1956-03-04,1100205,Porto Velho,0
1956-03-11,1100205,Porto Velho,0
1956-03-18,1100205,Porto Velho,0
1956-03-25,1100205,Porto Velho,0
1956-04-01,1100205,Porto Velho,0
1956-04-08,1100205,Porto Velho,0
1956-04-15,1100205,Porto Velho,0
1956-04-22,1100205,Porto Velho,0
1956-04-29,1100205,Porto Velho,0
1956-05-06,1100205,Porto Velho,0
1956-05-13,1100205,Porto Velho,0
1956-05-20,1100205,Porto Velho,0
1956-05-27,1100205,Porto Velho,0
1956-06-03,1100205,Porto Velho,0
1956-06-10,1100205,Porto Velho,0
1956-06-17,1100205,Porto Velho,0
1956-06-24,1100205,Porto Velho,0
1956-07-01,1100205,Porto Velho,0
1956-07-08,1100205,Porto Velho,0
1956-07-15,1100205,Porto Velho,0
1956-07-22,1100205,Porto Velho,0
1956-07-29,1100205,Porto Velho,0
1956-08-05,1100205,Porto Velho,0
1956-08-12,1100205,Porto Velho,0
1956-08-19,1100205,Porto Velho,0
1956-08-26,1100205,Porto Velho,0
1956-09-02,1100205,Porto Velho,0
1956-09-09,1100205,Porto Velho,0
1956-09-16,1100205,Porto Velho,0
1956-09-23,1100205,Porto Velho,0
1956-09-30,1100205,Porto Velho,0
1956-10-07,1100205,Porto Velho,0
1956-10-14,1100205,Porto Velho,0
1956-10-21,1100205,Porto Velho,0
1956-10-28,1100205,Porto Velho,0
1956-11-04,1100205,Porto Velho,0
1956-11-11,1100205,Porto Velho,0
1956-11-18,1100205,Porto Velho,0
1956-11-25,1100205,Porto Velho,0
1956-12-02,1100205,Porto Velho,0
1956-12-09,1100205,Porto Velho,0
1956-12-16,1100205,Porto Velho,0
1956-12-23,1100205,Porto Velho,0
1956-12-30,1100205,Porto Velho,0
1957-01-06,1100205,Porto Velho,0
1957-01-13,1100205,Porto Velho,0
1957-01-20,1100205,Porto Velho,0
1957-01-27,1100205,Porto Velho,0
1957-02-03,1100205,Porto Velho,0
1957-02-10,1100205,Porto Velho,0
1957-02-17,1100205,Porto Velho,0
1957-02-24,1100205,Porto Velho,0
1957-03-03,1100205,Porto Velho,0
1957-03-10,1100205,Porto Velho,0
1957-03-17,1100205,Porto Velho,0
1957-03-24,1100205,Porto Velho,0
1957-03-31,1100205,Porto Velho,0
1957-04-07,1100205,Porto Velho,0
1957-04-14,1100205,Porto Velho,0
1957-04-21,1100205,Porto Velho,0
1957-04-28,1100205,Porto Velho,0
1957-05-05,1100205,Porto Velho,0
1957-05-12,1100205,Porto Velho,0
1957-05-19,1100205,Porto Velho,0
1957-05-26,1100205,Porto Velho,0
1957-06-02,1100205,Porto Velho,0
1957-06-09,1100205,Porto Velho,0
1957-06-16,1100205,Porto Velho,0
1957-06-23,1100205,Porto Velho,0
1957-06-30,1100205,Porto Velho,0
1957-07-07,1100205,Porto Velho,0
1957-07-14,1100205,Porto Velho,0
1957-07-21,1100205,Porto Velho,0
1957-07-28,1100205,Porto Velho,0
1957-08-04,1100205,Porto Velho,0
1957-08-11,1100205,Porto Velho,0
1957-08-18,1100205,Porto Velho,0
1957-08-25,1100205,Porto Velho,0
1957-09-01,1100205,Porto Velho,0
1957-09-08,1100205,Porto Velho,0
1957-09-15,1100205,Porto Velho,0
1957-09-22,1100205,Porto Velho,0
1957-09-29,1100205,Porto Velho,0
1957-10-06,1100205,Porto Velho,0
1957-10-13,1100205,Porto Velho,0
1957-10-20,1100205,Porto Velho,0
1957-10-27,1100205,Porto Velho,0
1957-11-03,1100205,Porto Velho,0
1957-11-10,1100205,Porto Velho,0
1957-11-17,1100205,Porto Velho,0
1957-11-24,1100205,Porto Velho,0
1957-12-01,1100205,Porto Velho,0
1957-12-08,1100205,Porto Velho,0
1957-12-15,1100205,Porto Velho,0
1957-12-22,1100205,Porto Velho,0
1957-12-29,1100205,Porto Velho,0
1958-01-05,1100205,Porto Velho,0
1958-01-12,1100205,Porto Velho,0
1958-01-19,1100205,Porto Velho,0
1958-01-26,1100205,Porto Velho,0
1958-02-02,1100205,Porto Velho,0
1958-02-09,1100205,Porto Velho,0
1958-02-16,1100205,Porto Velho,0
1958-02-23,1100205,Porto Velho,0
1958-03-02,1100205,Porto Velho,0
1958-03-09,1100205,Porto Velho,0
1958-03-16,1100205,Porto Velho,0
1958-03-23,1100205,Porto Velho,0
1958-03-30,1100205,Porto Velho,0
1958-04-06,1100205,Porto Velho,0
1958-04-13,1100205,Porto Velho,0
1958-04-20,1100205,Porto Velho,0
1958-04-27,1100205,Porto Velho,0
1958-05-04,1100205,Porto Velho,0
1958-05-11,1100205,Porto Velho,0
1958-05-18,1100205,Porto Velho,0
1958-05-25,1100205,Porto Velho,0
1958-06-01,1100205,Porto Velho,0
1958-06-08,1100205,Porto Velho,1
1958-06-15,1100205,Porto Velho,0
1958-06-22,1100205,Porto Velho,0
1958-06-29,1100205,Porto Velho,0
1958-07-06,1100205,Porto Velho,0
1958-07-13,1100205,Porto Velho,0
1958-07-20,1100205,Porto Velho,0
1958-07-27,1100205,Porto Velho,0
1958-08-03,1100205,Porto Velho,0
1958-08-10,1100205,Porto Velho,0
1958-08-17,1100205,Porto Velho,0
1958-08-24,1100205,Porto Velho,0
1958-08-31,1100205,Porto Velho,0
1958-09-07,1100205,Porto Velho,0
1958-09-14,1100205,Porto Velho,0
1958-09-21,1100205,Porto Velho,0
1958-09-28,1100205,Porto Velho,0
1958-10-05,1100205,Porto Velho,0
1958-10-12,1100205,Porto Velho,0
1958-10-19,1100205,Porto Velho,0
1958-10-26,1100205,Porto Velho,0
1958-11-02,1100205,Porto Velho,0
1958-11-09,1100205,Porto Velho,0
1958-11-16,1100205,Porto Velho,0
1958-11-23,1100205,Porto Velho,0
1958-11-30,1100205,Porto Velho,0
1958-12-07,1100205,Porto Velho,0
1958-12-14,1100205,Porto Velho,0
1958-12-21,1100205,Porto Velho,0
1958-12-28,1100205,Porto Velho,0
1959-01-04,1100205,Porto Velho,0
1959-01-11,1100205,Porto Velho,0
1959-01-18,1100205,Porto Velho,0
1959-01-25,1100205,Porto Velho,0
1959-02-01,1100205,Porto Velho,0
1959-02-08,1100205,Porto Velho,0
1959-02-15,1100205,Porto Velho,0
1959-02-22,1100205,Porto Velho,0
1959-03-01,1100205,Porto Velho,0
1959-03-08,1100205,Porto Velho,0
1959-03-15,1100205,Porto Velho,0
1959-03-22,1100205,Porto Velho,0
1959-03-29,1100205,Porto Velho,0
1959-04-05,1100205,Porto Velho,0
1959-04-12,1100205,Porto Velho,0
1959-04-19,1100205,Porto Velho,0
1959-04-26,1100205,Porto Velho,0
1959-05-03,1100205,Porto Velho,0
1959-05-10,1100205,Porto Velho,0
1959-05-17,1100205,Porto Velho,0
1959-05-24,1100205,Porto Velho,0
1959-05-31,1100205,Porto Velho,0
1959-06-07,1100205,Porto Velho,0
1959-06-14,1100205,Porto Velho,0
1959-06-21,1100205,Porto Velho,0
1959-06-28,1100205,Porto Velho,0
1959-07-05,1100205,Porto Velho,0
1959-07-12,1100205,Porto Velho,0
1959-07-19,1100205,Porto Velho,0
1959-07-26,1100205,Porto Velho,0
1959-08-02,1100205,Porto Velho,0
1959-08-09,1100205,Porto Velho,0
1959-08-16,1100205,Porto Velho,0
1959-08-23,1100205,Porto Velho,0
1959-08-30,1100205,Porto Velho,0
1959-09-06,1100205,Porto Velho,0
1959-09-13,1100205,Porto Velho,0
1959-09-20,1100205,Porto Velho,0
1959-09-27,1100205,Porto Velho,0
1959-10-04,1100205,Porto Velho,0
1959-10-11,1100205,Porto Velho,0
1959-10-18,1100205,Porto Velho,0
1959-10-25,1100205,Porto Velho,0
1959-11-01,1100205,Porto Velho,0
1959-11-08,1100205,Porto Velho,0
1959-11-15,1100205,Porto Velho,0
1959-11-22,1100205,Porto Velho,0
1959-11-29,1100205,Porto Velho,0
1959-12-06,1100205,Porto Velho,0
1959-12-13,1100205,Porto Velho,0
1959-12-20,1100205,Porto Velho,0
1959-12-27,1100205,Porto Velho,0
1960-01-03,1100205,Porto Velho,0
1960-01-10,1100205,Porto Velho,0
1960-01-17,1100205,Porto Velho,0
1960-01-24,1100205,Porto Velho,0
1960-01-31,1100205,Porto Velho,0
1960-02-07,1100205,Porto Velho,0
1960-02-14,1100205,Porto Velho,0
1960-02-21,1100205,Porto Velho,0
1960-02-28,1100205,Porto Velho,0
1960-03-06,1100205,Porto Velho,0
1960-03-13,1100205,Porto Velho,0
1960-03-20,1100205,Porto Velho,0
1960-03-27,1100205,Porto Velho,0
1960-04-03,1100205,Porto Velho,0
1960-04-10,1100205,Porto Velho,0
1960-04-17,1100205,Porto Velho,0
1960-04-24,1100205,Porto Velho,0
1960-05-01,1100205,Porto Velho,0
1960-05-08,1100205,Porto Velho,0
1960-05-15,1100205,Porto Velho,0
1960-05-22,1100205,Porto Velho,0
1960-05-29,1100205,Porto Velho,0
1960-06-05,1100205,Porto Velho,0
1960-06-12,1100205,Porto Velho,0
1960-06-19,1100205,Porto Velho,0
1960-06-26,1100205,Porto Velho,0
1960-07-03,1100205,Porto Velho,0
1960-07-10,1100205,Porto Velho,0
1960-07-17,1100205,Porto Velho,0
1960-07-24,1100205,Porto Velho,0
1960-07-31,1100205,Porto Velho,0
1960-08-07,1100205,Porto Velho,0
1960-08-14,1100205,Porto Velho,0
1960-08-21,1100205,Porto Velho,0
1960-08-28,1100205,Porto Velho,0
1960-09-04,1100205,Porto Velho,0
1960-09-11,1100205,Porto Velho,0
1960-09-18,1100205,Porto Velho,0
1960-09-25,1100205,Porto Velho,0
1960-10-02,1100205,Porto Velho,0
1960-10-09,1100205,Porto Velho,0
1960-10-16,1100205,Porto Velho,0
1960-10-23,1100205,Porto Velho,0
1960-10-30,1100205,Porto Velho,0
1960-11-06,1100205,Porto Velho,0
1960-11-13,1100205,Porto Velho,0
1960-11-20,1100205,Porto Velho,0
1960-11-27,1100205,Porto Velho,0
1960-12-04,1100205,Porto Velho,0
1960-12-11,1100205,Porto Velho,0
1960-12-18,1100205,Porto Velho,0
1960-12-25,1100205,Porto Velho,0
1961-01-01,1100205,Porto Velho,0
1961-01-08,1100205,Porto Velho,0
1961-01-15,1100205,Porto Velho,0
1961-01-22,1100205,Porto Velho,0
1961-01-29,1100205,Porto Velho,0
1961-02-05,1100205,Porto Velho,0
1961-02-12,1100205,Porto Velho,0
1961-02-19,1100205,Porto Velho,0
1961-02-26,1100205,Porto Velho,0
1961-03-05,1100205,Porto Velho,0
1961-03-12,1100205,Porto Velho,0
1961-03-19,1100205,Porto Velho,0
1961-03-26,1100205,Porto Velho,0
1961-04-02,1100205,Porto Velho,0
1961-04-09,1100205,Porto Velho,0
1961-04-16,1100205,Porto Velho,0
1961-04-23,1100205,Porto Velho,0
1961-04-30,1100205,Porto Velho,0
1961-05-07,1100205,Porto Velho,0
1961-05-14,1100205,Porto Velho,0
1961-05-21,1100205,Porto Velho,0
1961-05-28,1100205,Porto Velho,0
1961-06-04,1100205,Porto Velho,0
1961-06-11,1100205,Porto Velho,0
1961-06-18,1100205,Porto Velho,0
1961-06-25,1100205,Porto Velho,0
1961-07-02,1100205,Porto Velho,0
1961-07-09,1100205,Porto Velho,0
1961-07-16,1100205,Porto Velho,0
1961-07-23,1100205,Porto Velho,0
1961-07-30,1100205,Porto Velho,0
1961-08-06,1100205,Porto Velho,0
1961-08-13,1100205,Porto Velho,0
1961-08-20,1100205,Porto Velho,0
1961-08-27,1100205,Porto Velho,1
1961-09-03,1100205,Porto Velho,0
1961-09-10,1100205,Porto Velho,0
1961-09-17,1100205,Porto Velho,0
1961-09-24,1100205,Porto Velho,0
1961-10-01,1100205,Porto Velho,0
1961-10-08,1100205,Porto Velho,0
1961-10-15,1100205,Porto Velho,0
1961-10-22,1100205,Porto Velho,0
1961-10-29,1100205,Porto Velho,0
1961-11-05,1100205,Porto Velho,0
1961-11-12,1100205,Porto Velho,0
1961-11-19,1100205,Porto Velho,0
1961-11-26,1100205,Porto Velho,0
1961-12-03,1100205,Porto Velho,0
1961-12-10,1100205,Porto Velho,0
1961-12-17,1100205,Porto Velho,0
1961-12-24,1100205,Porto Velho,0
1961-12-31,1100205,Porto Velho,0
1962-01-07,1100205,Porto Velho,0
1962-01-14,1100205,Porto Velho,0
1962-01-21,1100205,Porto Velho,0
1962-01-28,1100205,Porto Velho,0
1962-02-04,1100205,Porto Velho,0
1962-02-11,1100205,Porto Velho,0
1962-02-18,1100205,Porto Velho,0
1962-02-25,1100205,Porto Velho,0
1962-03-04,1100205,Porto Velho,0
1962-03-11,1100205,Porto Velho,0
1962-03-18,1100205,Porto Velho,0
1962-03-25,1100205,Porto Velho,0
1962-04-01,1100205,Porto Velho,0
1962-04-08,1100205,Porto Velho,0
1962-04-15,1100205,Porto Velho,0
1962-04-22,1100205,Porto Velho,0
1962-04-29,1100205,Porto Velho,0
1962-05-06,1100205,Porto Velho,0
1962-05-13,1100205,Porto Velho,0
1962-05-20,1100205,Porto Velho,0
1962-05-27,1100205,Porto Velho,1
1962-06-03,1100205,Porto Velho,0
1962-06-10,1100205,Porto Velho,0
1962-06-17,1100205,Porto Velho,0
1962-06-24,1100205,Porto Velho,0
1962-07-01,1100205,Porto Velho,0
1962-07-08,1100205,Porto Velho,0
1962-07-15,1100205,Porto Velho,0
1962-07-22,1100205,Porto Velho,0
1962-07-29,1100205,Porto Velho,0
1962-08-05,1100205,Porto Velho,0
1962-08-12,1100205,Porto Velho,0
1962-08-19,1100205,Porto Velho,0
1962-08-26,1100205,Porto Velho,0
1962-09-02,1100205,Porto Velho,0
1962-09-09,1100205,Porto Velho,0
1962-09-16,1100205,Porto Velho,0
1962-09-23,1100205,Porto Velho,0
1962-09-30,1100205,Porto Velho,0
1962-10-07,1100205,Porto Velho,0
1962-10-14,1100205,Porto Velho,0
1962-10-21,1100205,Porto Velho,0
1962-10-28,1100205,Porto Velho,0
1962-11-04,1100205,Porto Velho,0
1962-11-11,1100205,Porto Velho,0
1962-11-18,1100205,Porto Velho,0
1962-11-25,1100205,Porto Velho,0
1962-12-02,1100205,Porto Velho,0
1962-12-09,1100205,Porto Velho,0
1962-12-16,1100205,Porto Velho,0
1962-12-23,1100205,Porto Velho,0
1962-12-30,1100205,Porto Velho,0
1963-01-06,1100205,Porto Velho,0
1963-01-13,1100205,Porto Velho,0
1963-01-20,1100205,Porto Velho,0
1963-01-27,1100205,Porto Velho,0
1963-02-03,1100205,Porto Velho,0
1963-02-10,1100205,Porto Velho,0
1963-02-17,1100205,Porto Velho,0
1963-02-24,1100205,Porto Velho,0
1963-03-03,1100205,Porto Velho,0
1963-03-10,1100205,Porto Velho,0
1963-03-17,1100205,Porto Velho,0
1963-03-24,1100205,Porto Velho,0
1963-03-31,1100205,Porto Velho,0
1963-04-07,1100205,Porto Velho,0
1963-04-14,1100205,Porto Velho,0
1963-04-21,1100205,Porto Velho,0
1963-04-28,1100205,Porto Velho,0
1963-05-05,1100205,Porto Velho,0
1963-05-12,1100205,Porto Velho,0
1963-05-19,1100205,Porto Velho,0
1963-05-26,1100205,Porto Velho,0
1963-06-02,1100205,Porto Velho,0
1963-06-09,1100205,Porto Velho,0
1963-06-16,1100205,Porto Velho,0
1963-06-23,1100205,Porto Velho,0
1963-06-30,1100205,Porto Velho,0
1963-07-07,1100205,Porto Velho,0
1963-07-14,1100205,Porto Velho,0
1963-07-21,1100205,Porto Velho,0
1963-07-28,1100205,Porto Velho,0
1963-08-04,1100205,Porto Velho,0
1963-08-11,1100205,Porto Velho,0
1963-08-18,1100205,Porto Velho,0
1963-08-25,1100205,Porto Velho,0
1963-09-01,1100205,Porto Velho,0
1963-09-08,1100205,Porto Velho,0
1963-09-15,1100205,Porto Velho,0
1963-09-22,1100205,Porto Velho,0
1963-09-29,1100205,Porto Velho,0
1963-10-06,1100205,Porto Velho,0
1963-10-13,1100205,Porto Velho,0
1963-10-20,1100205,Porto Velho,0
1963-10-27,1100205,Porto Velho,0
1963-11-03,1100205,Porto Velho,0
1963-11-10,1100205,Porto Velho,0
1963-11-17,1100205,Porto Velho,0
1963-11-24,1100205,Porto Velho,0
1963-12-01,1100205,Porto Velho,0
1963-12-08,1100205,Porto Velho,0
1963-12-15,1100205,Porto Velho,0
1963-12-22,1100205,Porto Velho,0
1963-12-29,1100205,Porto Velho,0
1964-01-05,1100205,Porto Velho,0
1964-01-12,1100205,Porto Velho,0
1964-01-19,1100205,Porto Velho,0
1964-01-26,1100205,Porto Velho,0
1964-02-02,1100205,Porto Velho,0
1964-02-09,1100205,Porto Velho,0
1964-02-16,1100205,Porto Velho,0
1964-02-23,1100205,Porto Velho,0
1964-03-01,1100205,Porto Velho,0
1964-03-08,1100205,Porto Velho,0
1964-03-15,1100205,Porto Velho,0
1964-03-22,1100205,Porto Velho,0
1964-03-29,1100205,Porto Velho,0
1964-04-05,1100205,Porto Velho,0
1964-04-12,1100205,Porto Velho,0
1964-04-19,1100205,Porto Velho,0
1964-04-26,1100205,Porto Velho,0
1964-05-03,1100205,Porto Velho,0
1964-05-10,1100205,Porto Velho,0
1964-05-17,1100205,Porto Velho,0
1964-05-24,1100205,Porto Velho,0
1964-05-31,1100205,Porto Velho,0
1964-06-07,1100205,Porto Velho,0
1964-06-14,1100205,Porto Velho,0
1964-06-21,1100205,Porto Velho,0
1964-06-28,1100205,Porto Velho,0
1964-07-05,1100205,Porto Velho,0
1964-07-12,1100205,Porto Velho,0
1964-07-19,1100205,Porto Velho,0
1964-07-26,1100205,Porto Velho,0
1964-08-02,1100205,Porto Velho,0
1964-08-09,1100205,Porto Velho,0
1964-08-16,1100205,Porto Velho,0
1964-08-23,1100205,Porto Velho,0
1964-08-30,1100205,Porto Velho,0
1964-09-06,1100205,Porto Velho,0
1964-09-13,1100205,Porto Velho,0
1964-09-20,1100205,Porto Velho,0
1964-09-27,1100205,Porto Velho,0
1964-10-04,1100205,Porto Velho,0
1964-10-11,1100205,Porto Velho,0
1964-10-18,1100205,Porto Velho,0
1964-10-25,1100205,Porto Velho,0
1964-11-01,1100205,Porto Velho,0
1964-11-08,1100205,Porto Velho,0
1964-11-15,1100205,Porto Velho,0
1964-11-22,1100205,Porto Velho,0
1964-11-29,1100205,Porto Velho,0
1964-12-06,1100205,Porto Velho,0
1964-12-13,1100205,Porto Velho,0
1964-12-20,1100205,Porto Velho,0
1964-12-27,1100205,Porto Velho,0
1965-01-03,1100205,Porto Velho,0
1965-01-10,1100205,Porto Velho,0
1965-01-17,1100205,Porto Velho,0
1965-01-24,1100205,Porto Velho,0
1965-01-31,1100205,Porto Velho,0
1965-02-07,1100205,Porto Velho,0
1965-02-14,1100205,Porto Velho,0
1965-02-21,1100205,Porto Velho,0
1965-02-28,1100205,Porto Velho,0
1965-03-07,1100205,Porto Velho,0
1965-03-14,1100205,Porto Velho,0
1965-03-21,1100205,Porto Velho,0
1965-03-28,1100205,Porto Velho,0
1965-04-04,1100205,Porto Velho,0
1965-04-11,1100205,Porto Velho,0
1965-04-18,1100205,Porto Velho,0
1965-04-25,1100205,Porto Velho,0
1965-05-02,1100205,Porto Velho,0
1965-05-09,1100205,Porto Velho,0
1965-05-16,1100205,Porto Velho,0
1965-05-23,1100205,Porto Velho,0
1965-05-30,1100205,Porto Velho,0
1965-06-06,1100205,Porto Velho,0
1965-06-13,1100205,Porto Velho,0
1965-06-20,1100205,Porto Velho,0
1965-06-27,1100205,Porto Velho,0
1965-07-04,1100205,Porto Velho,0
1965-07-11,1100205,Porto Velho,0
1965-07-18,1100205,Porto Velho,0
1965-07-25,1100205,Porto Velho,0
1965-08-01,1100205,Porto Velho,0
1965-08-08,1100205,Porto Velho,0
1965-08-15,1100205,Porto Velho,0
1965-08-22,1100205,Porto Velho,0
1965-08-29,1100205,Porto Velho,0
1965-09-05,1100205,Porto Velho,0
1965-09-12,1100205,Porto Velho,0
1965-09-19,1100205,Porto Velho,0
1965-09-26,1100205,Porto Velho,0
1965-10-03,1100205,Porto Velho,0
1965-10-10,1100205,Porto Velho,0
1965-10-17,1100205,Porto Velho,0
1965-10-24,1100205,Porto Velho,0
1965-10-31,1100205,Porto Velho,0
1965-11-07,1100205,Porto Velho,0
1965-11-14,1100205,Porto Velho,0
1965-11-21,1100205,Porto Velho,0
1965-11-28,1100205,Porto Velho,0
1965-12-05,1100205,Porto Velho,0
1965-12-12,1100205,Porto Velho,0
1965-12-19,1100205,Porto Velho,0
1965-12-26,1100205,Porto Velho,0
1966-01-02,1100205,Porto Velho,0
1966-01-09,1100205,Porto Velho,0
1966-01-16,1100205,Porto Velho,0
1966-01-23,1100205,Porto Velho,0
1966-01-30,1100205,Porto Velho,0
1966-02-06,1100205,Porto Velho,0
1966-02-13,1100205,Porto Velho,0
1966-02-20,1100205,Porto Velho,0
1966-02-27,1100205,Porto Velho,0
1966-03-06,1100205,Porto Velho,0
1966-03-13,1100205,Porto Velho,0
1966-03-20,1100205,Porto Velho,0
1966-03-27,1100205,Porto Velho,0
1966-04-03,1100205,Porto Velho,0
1966-04-10,1100205,Porto Velho,0
1966-04-17,1100205,Porto Velho,0
1966-04-24,1100205,Porto Velho,0
1966-05-01,1100205,Porto Velho,0
1966-05-08,1100205,Porto Velho,0
1966-05-15,1100205,Porto Velho,0
1966-05-22,1100205,Porto Velho,0
1966-05-29,1100205,Porto Velho,0
1966-06-05,1100205,Porto Velho,0
1966-06-12,1100205,Porto Velho,0
1966-06-19,1100205,Porto Velho,0
1966-06-26,1100205,Porto Velho,0
1966-07-03,1100205,Porto Velho,0
1966-07-10,1100205,Porto Velho,0
1966-07-17,1100205,Porto Velho,0
1966-07-24,1100205,Porto Velho,0
1966-07-31,1100205,Porto Velho,0
1966-08-07,1100205,Porto Velho,0
1966-08-14,1100205,Porto Velho,0
1966-08-21,1100205,Porto Velho,0
1966-08-28,1100205,Porto Velho,0
1966-09-04,1100205,Porto Velho,0
1966-09-11,1100205,Porto Velho,0
1966-09-18,1100205,Porto Velho,0
1966-09-25,1100205,Porto Velho,0
1966-10-02,1100205,Porto Velho,0
1966-10-09,1100205,Porto Velho,0
1966-10-16,1100205,Porto Velho,0
1966-10-23,1100205,Porto Velho,0
1966-10-30,1100205,Porto Velho,0
1966-11-06,1100205,Porto Velho,0
1966-11-13,1100205,Porto Velho,0
1966-11-20,1100205,Porto Velho,0
1966-11-27,1100205,Porto Velho,0
1966-12-04,1100205,Porto Velho,0
1966-12-11,1100205,Porto Velho,0
1966-12-18,1100205,Porto Velho,0
1966-12-25,1100205,Porto Velho,0
1967-01-01,1100205,Porto Velho,0
1967-01-08,1100205,Porto Velho,0
1967-01-15,1100205,Porto Velho,0
1967-01-22,1100205,Porto Velho,0
1967-01-29,1100205,Porto Velho,0
1967-02-05,1100205,Porto Velho,0
1967-02-12,1100205,Porto Velho,0
1967-02-19,1100205,Porto Velho,0
1967-02-26,1100205,Porto Velho,0
1967-03-05,1100205,Porto Velho,0
1967-03-12,1100205,Porto Velho,0
1967-03-19,1100205,Porto Velho,0
1967-03-26,1100205,Porto Velho,0
1967-04-02,1100205,Porto Velho,0
1967-04-09,1100205,Porto Velho,0
1967-04-16,1100205,Porto Velho,0
1967-04-23,1100205,Porto Velho,1
1967-04-30,1100205,Porto Velho,0
1967-05-07,1100205,Porto Velho,0
1967-05-14,1100205,Porto Velho,0
1967-05-21,1100205,Porto Velho,0
1967-05-28,1100205,Porto Velho,0
1967-06-04,1100205,Porto Velho,0
1967-06-11,1100205,Porto Velho,0
1967-06-18,1100205,Porto Velho,0
